ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.8638626050864471,0.6138112881466105,0.06764700426645413,0.6557123628027927,0.6228691719377836,-0.7789756967869823,1.2437954308643646,2.1888224356331047,0.8645682472918107,0
1.4032527085143223,-0.5173281536876987,-0.437203078617523,-0.4074803214573718,-0.6293960214587839,-0.3392230014202244,-0.8841492863622463,-2.222631108122293,0.135283364848471,0
-1.0369249996542669,-0.2721491413496284,0.908799491397197,0.2941322693161704,-0.18628206278273216,-1.8150159794714296,-1.8613184156144946,-0.7431975247232687,-1.86064249035966,0
2.190394058162952,1.7594489041283554,0.9089280718866205,0.2720210319739198,1.607991958040518,-1.775178836735545,-0.19380900548533594,1.172957097355443,-1.7114380613100588,0
1.0858091424408898,0.23944229042993026,-0.9754808777309751,-1.8016064353071228,-0.8122376748786747,0.61421083308539,-0.6349376438739945,-0.23452978039073846,0.5651257071432646,0
0.19880393384584924,-1.0470233581616635,1.3717180656338201,0.2982312527833,-0.18772877050447773,-0.0017208409400926528,0.36217025928455976,0.7944768056776765,-0.40840370055965086,0
0.031298164808208885,-1.3467329649218414,-0.3432393316374474,-2.4741948322823735,-1.3738295184808402,-0.9735679835357862,0.4682003366536451,0.8435825768021882,-0.6936077900011292,0
-0.5060713246648239,-0.3258792364223073,2.4481275873308994,1.7593398690649467,0.8264858013603986,1.1414445918247527,-0.8898721498434861,0.5576887276097636,0.5320969570211198,0
1.4653931184397184,2.634598370263878,0.32047114445609104,-0.15559349606433404,1.7335420946466022,0.6563413090933454,-0.31828671827529487,0.32439549594891476,0.6997832588955825,0
0.2060450224859877,0.6180002572522783,0.5190643645571319,-1.8932127836479884,0.056831453455183076,0.5554872089571988,-0.5899711018276652,-0.2345963817639175,-1.859864175622108,0
-0.28839741406603353,-0.9530917615871916,1.1832161377067172,-0.8909080046526472,-0.6080977623095789,1.2281332946314714,1.0729319191977453,0.6848936815337944,-0.29327464276424375,0
-1.1647614371168802,-1.8895244076776034,-0.5262382952425524,2.059628058307728,-0.14128453192781848,0.592519040290019,-0.9775485237891501,-0.6131948091591309,1.122745347497984,0
-0.38981034177493007,0.08325491445505716,-0.03230171538214949,1.0855659666725666,-0.26883748241046274,-0.15303745025296353,0.149689378720609,0.8659849229911581,1.61811379290971,0
-2.5247804744956093,0.39462901243898657,1.4932183836447313,1.163728009388582,1.3493340381402341,0.20351940815331276,-0.18879502682087593,-2.333227502682913,0.27927334675274795,0
0.0741625109124745,0.4524012397039496,-0.784993334039514,-0.7953868121931139,0.12599320274930234,-1.0436863354096522,-2.008931604221731,0.3295974931638908,1.470562909738096,0
2.336067833258084,-2.6696785465200663,0.10620031188493799,0.7275221444765222,-0.6944390300946179,-0.15683653278021,-0.47193141860741644,-0.04507022454593121,1.4290083556901205,0
0.23602290688477318,1.3165650492238352,1.3846208175629944,-0.19708692437497466,1.4342010198262196,-0.16939272273164319,-1.2904999698696784,-1.416341363528659,-1.069161545501538,0
-1.3626423353495223,-0.14842033466973883,-0.23204022991278564,-0.7489759360017981,-0.26240786112495873,0.20305022476154283,-1.0672342733997262,-1.1098067793174888,-0.09256143960960887,0
-2.3880524434734323,-0.4218917397494557,0.40930055104351853,-1.1161331718982241,-1.2743052685267795,0.3921397396957681,-1.665073056852703,0.462353758701924,-0.6691134907881985,0
